StateAb,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyName,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
WA,U,29821,0,U Ticket Votes,Health Australia Party,3324,380,52,189,362,4307
WA,U,29360,1,"TILBURY, Samantha",Health Australia Party,306,34,7,17,41,405
WA,U,29395,2,"FARGHER, Sara",Health Australia Party,37,4,1,2,7,51
WA,V,29810,0,V Ticket Votes,,472,56,7,32,69,636
WA,V,28864,1,"PAULL, Stuey",,155,8,4,9,9,185
WA,V,28865,2,"MORRIS, Gary J",,94,6,1,23,4,128
WA,W,29814,0,W Ticket Votes,Australian Christians,17064,1337,169,599,1434,20603
WA,W,28821,1,"CAMERON, Lindsay",Australian Christians,1100,70,8,49,120,1347
WA,W,28825,2,"YOUNG, Jacky",Australian Christians,95,11,1,3,16,126
WA,X,29811,0,X Ticket Votes,Liberal,408691,31829,3579,22788,43983,510870
WA,X,28493,1,"CORMANN, Mathias",Liberal,7561,677,78,536,1818,10670
WA,X,28494,2,"CASH, Michaelia",Liberal,904,97,8,81,293,1383
WA,X,28495,3,"SMITH, Dean",Liberal,410,60,5,37,73,585
WA,X,28496,4,"REYNOLDS, Linda",Liberal,539,62,6,42,81,730
WA,X,28497,5,"BACK, Chris",Liberal,277,33,3,28,89,430
WA,X,28500,6,"JOHNSTON, David",Liberal,517,70,9,51,114,761
WA,X,28502,7,"INGRAM, Sheridan",Liberal,318,31,4,24,73,450
WA,Y,29798,0,Y Ticket Votes,Australia First Party,2212,214,36,145,204,2811
WA,Y,28153,1,"VICKERY, Lyn",Australia First Party,121,17,1,8,16,163
WA,Y,28155,2,"McREA, Brian",Australia First Party,24,1,1,1,4,31
WA,Z,29806,0,Z Ticket Votes,Liberal Democrats,8153,768,100,580,584,10185
WA,Z,28514,1,"KLASS, Graeme Michael",Liberal Democrats,388,44,7,28,36,503
WA,Z,28515,2,"WHITTLE, Connor",Liberal Democrats,61,12,1,5,4,83
WA,AA,29820,0,AA Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,812,105,10,46,131,1104
WA,AA,29200,1,"THOMAS, Richard",VOTEFLUX.ORG | Upgrade Democracy!,200,17,3,11,19,250
WA,AA,29201,2,"CONNOLLY, Mark",VOTEFLUX.ORG | Upgrade Democracy!,31,2,2,0,1,36
WA,AB,29809,0,AB Ticket Votes,Family First Party,6351,706,142,378,645,8222
WA,AB,28525,1,"ROSE, Linda",Family First Party,354,33,13,20,30,450
WA,AB,28526,2,"HENG, Henry",Family First Party,37,4,1,8,7,57
WA,UG,28097,1,"JONES, Kai",Independent,254,21,3,14,35,327
WA,UG,28279,2,"MOODY, Tammara",Australian Antipaedophile Party,76,8,2,4,17,107
WA,UG,28188,3,"MATHESON, Julie",Independent,1186,49,8,26,92,1361
WA,UG,29356,4,"CASTIEAU, Peter",Independent,158,13,2,8,15,196
WA,UG,29401,5,"HODDINOTT, Susan",Katter's Australian Party,44,9,0,7,16,76
WA,UG,29428,6,"RAMSAY, Norm",Independent,87,7,0,6,17,117
